"";"Class";"Sex";"Age";"Survived";"Freq"
"1265";"Crew";"Male";"Adult";"No";670
"1266";"Crew";"Male";"Adult";"No";670
"1267";"Crew";"Male";"Adult";"No";670
"1268";"Crew";"Male";"Adult";"No";670
"1269";"Crew";"Male";"Adult";"No";670
"1270";"Crew";"Male";"Adult";"No";670
"1271";"Crew";"Male";"Adult";"No";670
"1272";"Crew";"Male";"Adult";"No";670
"1273";"Crew";"Male";"Adult";"No";670
"1274";"Crew";"Male";"Adult";"No";670
"1275";"Crew";"Male";"Adult";"No";670
"1276";"Crew";"Male";"Adult";"No";670
"1277";"Crew";"Male";"Adult";"No";670
"1278";"Crew";"Male";"Adult";"No";670
"1279";"Crew";"Male";"Adult";"No";670
"1280";"Crew";"Male";"Adult";"No";670
"1281";"Crew";"Male";"Adult";"No";670
"1282";"Crew";"Male";"Adult";"No";670
"1283";"Crew";"Male";"Adult";"No";670
"1284";"Crew";"Male";"Adult";"No";670
"1285";"Crew";"Male";"Adult";"No";670
"1286";"Crew";"Male";"Adult";"No";670
"1287";"Crew";"Male";"Adult";"No";670
"1288";"Crew";"Male";"Adult";"No";670
"1289";"Crew";"Male";"Adult";"No";670
"1290";"Crew";"Male";"Adult";"No";670
"1291";"Crew";"Male";"Adult";"No";670
"1292";"Crew";"Male";"Adult";"No";670
"1293";"Crew";"Male";"Adult";"No";670
"1294";"Crew";"Male";"Adult";"No";670
"1295";"Crew";"Male";"Adult";"No";670
"1296";"Crew";"Male";"Adult";"No";670
"1297";"Crew";"Male";"Adult";"No";670
"1298";"Crew";"Male";"Adult";"No";670
"1299";"Crew";"Male";"Adult";"No";670
"1300";"Crew";"Male";"Adult";"No";670
"1301";"Crew";"Male";"Adult";"No";670
"1302";"Crew";"Male";"Adult";"No";670
"1303";"Crew";"Male";"Adult";"No";670
"1304";"Crew";"Male";"Adult";"No";670
"1305";"Crew";"Male";"Adult";"No";670
"1306";"Crew";"Male";"Adult";"No";670
"1307";"Crew";"Male";"Adult";"No";670
"1308";"Crew";"Male";"Adult";"No";670
"1309";"Crew";"Male";"Adult";"No";670
"1310";"Crew";"Male";"Adult";"No";670
"1311";"Crew";"Male";"Adult";"No";670
"1312";"Crew";"Male";"Adult";"No";670
"1313";"Crew";"Male";"Adult";"No";670
"1314";"Crew";"Male";"Adult";"No";670
"1315";"Crew";"Male";"Adult";"No";670
"1316";"Crew";"Male";"Adult";"No";670
"1317";"Crew";"Male";"Adult";"No";670
"1318";"Crew";"Male";"Adult";"No";670
"1319";"Crew";"Male";"Adult";"No";670
"1320";"Crew";"Male";"Adult";"No";670
"1321";"Crew";"Male";"Adult";"No";670
"1322";"Crew";"Male";"Adult";"No";670
"1323";"Crew";"Male";"Adult";"No";670
"1324";"Crew";"Male";"Adult";"No";670
"1325";"Crew";"Male";"Adult";"No";670
"1326";"Crew";"Male";"Adult";"No";670
"1327";"Crew";"Male";"Adult";"No";670
"1328";"Crew";"Male";"Adult";"No";670
"1329";"Crew";"Male";"Adult";"No";670
"1330";"Crew";"Male";"Adult";"No";670
"1331";"Crew";"Male";"Adult";"No";670
"1332";"Crew";"Male";"Adult";"No";670
"1333";"Crew";"Male";"Adult";"No";670
"1334";"Crew";"Male";"Adult";"No";670
"1335";"Crew";"Male";"Adult";"No";670
"1336";"Crew";"Male";"Adult";"No";670
"1337";"Crew";"Male";"Adult";"No";670
"1338";"Crew";"Male";"Adult";"No";670
"1339";"Crew";"Male";"Adult";"No";670
"1340";"Crew";"Male";"Adult";"No";670
"1341";"Crew";"Male";"Adult";"No";670
"1342";"Crew";"Male";"Adult";"No";670
"1343";"Crew";"Male";"Adult";"No";670
"1344";"Crew";"Male";"Adult";"No";670
"1345";"Crew";"Male";"Adult";"No";670
"1346";"Crew";"Male";"Adult";"No";670
"1347";"Crew";"Male";"Adult";"No";670
"1348";"Crew";"Male";"Adult";"No";670
"1349";"Crew";"Male";"Adult";"No";670
"1350";"Crew";"Male";"Adult";"No";670
"1351";"Crew";"Male";"Adult";"No";670
"1352";"Crew";"Male";"Adult";"No";670
"1353";"Crew";"Male";"Adult";"No";670
"1354";"Crew";"Male";"Adult";"No";670
"1355";"Crew";"Male";"Adult";"No";670
"1356";"Crew";"Male";"Adult";"No";670
"1357";"Crew";"Male";"Adult";"No";670
"1358";"Crew";"Male";"Adult";"No";670
"1359";"Crew";"Male";"Adult";"No";670
"1360";"Crew";"Male";"Adult";"No";670
"1361";"Crew";"Male";"Adult";"No";670
"1362";"Crew";"Male";"Adult";"No";670
"1363";"Crew";"Male";"Adult";"No";670
"1364";"Crew";"Male";"Adult";"No";670
"1365";"Crew";"Male";"Adult";"No";670
"1366";"Crew";"Male";"Adult";"No";670
"1367";"Crew";"Male";"Adult";"No";670
"1368";"Crew";"Male";"Adult";"No";670
"1369";"Crew";"Male";"Adult";"No";670
"1370";"Crew";"Male";"Adult";"No";670
"1371";"Crew";"Male";"Adult";"No";670
"1372";"Crew";"Male";"Adult";"No";670
"1373";"Crew";"Male";"Adult";"No";670
"1374";"Crew";"Male";"Adult";"No";670
"1375";"Crew";"Male";"Adult";"No";670
"1376";"Crew";"Male";"Adult";"No";670
"1377";"Crew";"Male";"Adult";"No";670
"1378";"Crew";"Male";"Adult";"No";670
"1379";"Crew";"Male";"Adult";"No";670
"1380";"Crew";"Male";"Adult";"No";670
"1381";"Crew";"Male";"Adult";"No";670
"1382";"1st";"Female";"Adult";"No";4
"1383";"1st";"Female";"Adult";"No";4
"1384";"1st";"Female";"Adult";"No";4
"1385";"1st";"Female";"Adult";"No";4
"1386";"2nd";"Female";"Adult";"No";13
"1387";"2nd";"Female";"Adult";"No";13
"1388";"2nd";"Female";"Adult";"No";13
"1389";"2nd";"Female";"Adult";"No";13
"1390";"2nd";"Female";"Adult";"No";13
"1391";"2nd";"Female";"Adult";"No";13
"1392";"2nd";"Female";"Adult";"No";13
"1393";"2nd";"Female";"Adult";"No";13
"1394";"2nd";"Female";"Adult";"No";13
"1395";"2nd";"Female";"Adult";"No";13
"1396";"2nd";"Female";"Adult";"No";13
"1397";"2nd";"Female";"Adult";"No";13
"1398";"2nd";"Female";"Adult";"No";13
"1399";"3rd";"Female";"Adult";"No";89
"1400";"3rd";"Female";"Adult";"No";89
"1401";"3rd";"Female";"Adult";"No";89
"1402";"3rd";"Female";"Adult";"No";89
"1403";"3rd";"Female";"Adult";"No";89
"1404";"3rd";"Female";"Adult";"No";89
"1405";"3rd";"Female";"Adult";"No";89
"1406";"3rd";"Female";"Adult";"No";89
"1407";"3rd";"Female";"Adult";"No";89
"1408";"3rd";"Female";"Adult";"No";89
"1409";"3rd";"Female";"Adult";"No";89
"1410";"3rd";"Female";"Adult";"No";89
"1411";"3rd";"Female";"Adult";"No";89
"1412";"3rd";"Female";"Adult";"No";89
"1413";"3rd";"Female";"Adult";"No";89
"1414";"3rd";"Female";"Adult";"No";89
"1415";"3rd";"Female";"Adult";"No";89
"1416";"3rd";"Female";"Adult";"No";89
"1417";"3rd";"Female";"Adult";"No";89
"1418";"3rd";"Female";"Adult";"No";89
"1419";"3rd";"Female";"Adult";"No";89
"1420";"3rd";"Female";"Adult";"No";89
"1421";"3rd";"Female";"Adult";"No";89
"1422";"3rd";"Female";"Adult";"No";89
"1423";"3rd";"Female";"Adult";"No";89
"1424";"3rd";"Female";"Adult";"No";89
"1425";"3rd";"Female";"Adult";"No";89
"1426";"3rd";"Female";"Adult";"No";89
"1427";"3rd";"Female";"Adult";"No";89
"1428";"3rd";"Female";"Adult";"No";89
"1429";"3rd";"Female";"Adult";"No";89
"1430";"3rd";"Female";"Adult";"No";89
"1431";"3rd";"Female";"Adult";"No";89
"1432";"3rd";"Female";"Adult";"No";89
"1433";"3rd";"Female";"Adult";"No";89
"1434";"3rd";"Female";"Adult";"No";89
"1435";"3rd";"Female";"Adult";"No";89
"1436";"3rd";"Female";"Adult";"No";89
"1437";"3rd";"Female";"Adult";"No";89
"1438";"3rd";"Female";"Adult";"No";89
"1439";"3rd";"Female";"Adult";"No";89
"1440";"3rd";"Female";"Adult";"No";89
"1441";"3rd";"Female";"Adult";"No";89
"1442";"3rd";"Female";"Adult";"No";89
"1443";"3rd";"Female";"Adult";"No";89
"1444";"3rd";"Female";"Adult";"No";89
"1445";"3rd";"Female";"Adult";"No";89
"1446";"3rd";"Female";"Adult";"No";89
"1447";"3rd";"Female";"Adult";"No";89
"1448";"3rd";"Female";"Adult";"No";89
"1449";"3rd";"Female";"Adult";"No";89
"1450";"3rd";"Female";"Adult";"No";89
"1451";"3rd";"Female";"Adult";"No";89
"1452";"3rd";"Female";"Adult";"No";89
"1453";"3rd";"Female";"Adult";"No";89
"1454";"3rd";"Female";"Adult";"No";89
"1455";"3rd";"Female";"Adult";"No";89
"1456";"3rd";"Female";"Adult";"No";89
"1457";"3rd";"Female";"Adult";"No";89
"1458";"3rd";"Female";"Adult";"No";89
"1459";"3rd";"Female";"Adult";"No";89
"1460";"3rd";"Female";"Adult";"No";89
"1461";"3rd";"Female";"Adult";"No";89
"1462";"3rd";"Female";"Adult";"No";89
"1463";"3rd";"Female";"Adult";"No";89
"1464";"3rd";"Female";"Adult";"No";89
"1465";"3rd";"Female";"Adult";"No";89
"1466";"3rd";"Female";"Adult";"No";89
"1467";"3rd";"Female";"Adult";"No";89
"1468";"3rd";"Female";"Adult";"No";89
"1469";"3rd";"Female";"Adult";"No";89
"1470";"3rd";"Female";"Adult";"No";89
"1471";"3rd";"Female";"Adult";"No";89
"1472";"3rd";"Female";"Adult";"No";89
"1473";"3rd";"Female";"Adult";"No";89
"1474";"3rd";"Female";"Adult";"No";89
"1475";"3rd";"Female";"Adult";"No";89
"1476";"3rd";"Female";"Adult";"No";89
"1477";"3rd";"Female";"Adult";"No";89
"1478";"3rd";"Female";"Adult";"No";89
"1479";"3rd";"Female";"Adult";"No";89
"1480";"3rd";"Female";"Adult";"No";89
"1481";"3rd";"Female";"Adult";"No";89
"1482";"3rd";"Female";"Adult";"No";89
"1483";"3rd";"Female";"Adult";"No";89
"1484";"3rd";"Female";"Adult";"No";89
"1485";"3rd";"Female";"Adult";"No";89
"1486";"3rd";"Female";"Adult";"No";89
"1487";"3rd";"Female";"Adult";"No";89
"1488";"Crew";"Female";"Adult";"No";3
"1489";"Crew";"Female";"Adult";"No";3
"1490";"Crew";"Female";"Adult";"No";3
"1491";"1st";"Male";"Child";"Yes";5
"1492";"1st";"Male";"Child";"Yes";5
"1493";"1st";"Male";"Child";"Yes";5
"1494";"1st";"Male";"Child";"Yes";5
"1495";"1st";"Male";"Child";"Yes";5
"1496";"2nd";"Male";"Child";"Yes";11
"1497";"2nd";"Male";"Child";"Yes";11
"1498";"2nd";"Male";"Child";"Yes";11
"1499";"2nd";"Male";"Child";"Yes";11
"1500";"2nd";"Male";"Child";"Yes";11
"1501";"2nd";"Male";"Child";"Yes";11
"1502";"2nd";"Male";"Child";"Yes";11
"1503";"2nd";"Male";"Child";"Yes";11
"1504";"2nd";"Male";"Child";"Yes";11
"1505";"2nd";"Male";"Child";"Yes";11
"1506";"2nd";"Male";"Child";"Yes";11
"1507";"3rd";"Male";"Child";"Yes";13
"1508";"3rd";"Male";"Child";"Yes";13
"1509";"3rd";"Male";"Child";"Yes";13
"1510";"3rd";"Male";"Child";"Yes";13
"1511";"3rd";"Male";"Child";"Yes";13
"1512";"3rd";"Male";"Child";"Yes";13
"1513";"3rd";"Male";"Child";"Yes";13
"1514";"3rd";"Male";"Child";"Yes";13
"1515";"3rd";"Male";"Child";"Yes";13
"1516";"3rd";"Male";"Child";"Yes";13
"1517";"3rd";"Male";"Child";"Yes";13
"1518";"3rd";"Male";"Child";"Yes";13
"1519";"3rd";"Male";"Child";"Yes";13
"1520";"1st";"Female";"Child";"Yes";1
"1521";"2nd";"Female";"Child";"Yes";13
"1522";"2nd";"Female";"Child";"Yes";13
"1523";"2nd";"Female";"Child";"Yes";13
"1524";"2nd";"Female";"Child";"Yes";13
"1525";"2nd";"Female";"Child";"Yes";13
"1526";"2nd";"Female";"Child";"Yes";13
"1527";"2nd";"Female";"Child";"Yes";13
"1528";"2nd";"Female";"Child";"Yes";13
"1529";"2nd";"Female";"Child";"Yes";13
"1530";"2nd";"Female";"Child";"Yes";13
"1531";"2nd";"Female";"Child";"Yes";13
"1532";"2nd";"Female";"Child";"Yes";13
"1533";"2nd";"Female";"Child";"Yes";13
"1534";"3rd";"Female";"Child";"Yes";14
"1535";"3rd";"Female";"Child";"Yes";14
"1536";"3rd";"Female";"Child";"Yes";14
"1537";"3rd";"Female";"Child";"Yes";14
"1538";"3rd";"Female";"Child";"Yes";14
"1539";"3rd";"Female";"Child";"Yes";14
"1540";"3rd";"Female";"Child";"Yes";14
"1541";"3rd";"Female";"Child";"Yes";14
"1542";"3rd";"Female";"Child";"Yes";14
"1543";"3rd";"Female";"Child";"Yes";14
"1544";"3rd";"Female";"Child";"Yes";14
"1545";"3rd";"Female";"Child";"Yes";14
"1546";"3rd";"Female";"Child";"Yes";14
"1547";"3rd";"Female";"Child";"Yes";14
"1548";"1st";"Male";"Adult";"Yes";57
"1549";"1st";"Male";"Adult";"Yes";57
"1550";"1st";"Male";"Adult";"Yes";57
"1551";"1st";"Male";"Adult";"Yes";57
"1552";"1st";"Male";"Adult";"Yes";57
"1553";"1st";"Male";"Adult";"Yes";57
"1554";"1st";"Male";"Adult";"Yes";57
"1555";"1st";"Male";"Adult";"Yes";57
"1556";"1st";"Male";"Adult";"Yes";57
"1557";"1st";"Male";"Adult";"Yes";57
"1558";"1st";"Male";"Adult";"Yes";57
"1559";"1st";"Male";"Adult";"Yes";57
"1560";"1st";"Male";"Adult";"Yes";57
"1561";"1st";"Male";"Adult";"Yes";57
"1562";"1st";"Male";"Adult";"Yes";57
"1563";"1st";"Male";"Adult";"Yes";57
"1564";"1st";"Male";"Adult";"Yes";57
"1565";"1st";"Male";"Adult";"Yes";57
"1566";"1st";"Male";"Adult";"Yes";57
"1567";"1st";"Male";"Adult";"Yes";57
"1568";"1st";"Male";"Adult";"Yes";57
"1569";"1st";"Male";"Adult";"Yes";57
"1570";"1st";"Male";"Adult";"Yes";57
"1571";"1st";"Male";"Adult";"Yes";57
"1572";"1st";"Male";"Adult";"Yes";57
"1573";"1st";"Male";"Adult";"Yes";57
"1574";"1st";"Male";"Adult";"Yes";57
"1575";"1st";"Male";"Adult";"Yes";57
"1576";"1st";"Male";"Adult";"Yes";57
"1577";"1st";"Male";"Adult";"Yes";57
"1578";"1st";"Male";"Adult";"Yes";57
"1579";"1st";"Male";"Adult";"Yes";57
"1580";"1st";"Male";"Adult";"Yes";57
"1581";"1st";"Male";"Adult";"Yes";57
"1582";"1st";"Male";"Adult";"Yes";57
"1583";"1st";"Male";"Adult";"Yes";57
"1584";"1st";"Male";"Adult";"Yes";57
"1585";"1st";"Male";"Adult";"Yes";57
"1586";"1st";"Male";"Adult";"Yes";57
"1587";"1st";"Male";"Adult";"Yes";57
"1588";"1st";"Male";"Adult";"Yes";57
"1589";"1st";"Male";"Adult";"Yes";57
"1590";"1st";"Male";"Adult";"Yes";57
"1591";"1st";"Male";"Adult";"Yes";57
"1592";"1st";"Male";"Adult";"Yes";57
"1593";"1st";"Male";"Adult";"Yes";57
"1594";"1st";"Male";"Adult";"Yes";57
"1595";"1st";"Male";"Adult";"Yes";57
"1596";"1st";"Male";"Adult";"Yes";57
"1597";"1st";"Male";"Adult";"Yes";57
"1598";"1st";"Male";"Adult";"Yes";57
"1599";"1st";"Male";"Adult";"Yes";57
"1600";"1st";"Male";"Adult";"Yes";57
"1601";"1st";"Male";"Adult";"Yes";57
"1602";"1st";"Male";"Adult";"Yes";57
"1603";"1st";"Male";"Adult";"Yes";57
"1604";"1st";"Male";"Adult";"Yes";57
"1605";"2nd";"Male";"Adult";"Yes";14
"1606";"2nd";"Male";"Adult";"Yes";14
"1607";"2nd";"Male";"Adult";"Yes";14
"1608";"2nd";"Male";"Adult";"Yes";14
"1609";"2nd";"Male";"Adult";"Yes";14
"1610";"2nd";"Male";"Adult";"Yes";14
"1611";"2nd";"Male";"Adult";"Yes";14
"1612";"2nd";"Male";"Adult";"Yes";14
"1613";"2nd";"Male";"Adult";"Yes";14
"1614";"2nd";"Male";"Adult";"Yes";14
"1615";"2nd";"Male";"Adult";"Yes";14
"1616";"2nd";"Male";"Adult";"Yes";14
"1617";"2nd";"Male";"Adult";"Yes";14
"1618";"2nd";"Male";"Adult";"Yes";14
"1619";"3rd";"Male";"Adult";"Yes";75
"1620";"3rd";"Male";"Adult";"Yes";75
"1621";"3rd";"Male";"Adult";"Yes";75
"1622";"3rd";"Male";"Adult";"Yes";75
"1623";"3rd";"Male";"Adult";"Yes";75
"1624";"3rd";"Male";"Adult";"Yes";75
"1625";"3rd";"Male";"Adult";"Yes";75
"1626";"3rd";"Male";"Adult";"Yes";75
"1627";"3rd";"Male";"Adult";"Yes";75
"1628";"3rd";"Male";"Adult";"Yes";75
"1629";"3rd";"Male";"Adult";"Yes";75
"1630";"3rd";"Male";"Adult";"Yes";75
"1631";"3rd";"Male";"Adult";"Yes";75
"1632";"3rd";"Male";"Adult";"Yes";75
"1633";"3rd";"Male";"Adult";"Yes";75
"1634";"3rd";"Male";"Adult";"Yes";75
"1635";"3rd";"Male";"Adult";"Yes";75
"1636";"3rd";"Male";"Adult";"Yes";75
"1637";"3rd";"Male";"Adult";"Yes";75
"1638";"3rd";"Male";"Adult";"Yes";75
"1639";"3rd";"Male";"Adult";"Yes";75
"1640";"3rd";"Male";"Adult";"Yes";75
"1641";"3rd";"Male";"Adult";"Yes";75
"1642";"3rd";"Male";"Adult";"Yes";75
"1643";"3rd";"Male";"Adult";"Yes";75
"1644";"3rd";"Male";"Adult";"Yes";75
"1645";"3rd";"Male";"Adult";"Yes";75
"1646";"3rd";"Male";"Adult";"Yes";75
"1647";"3rd";"Male";"Adult";"Yes";75
"1648";"3rd";"Male";"Adult";"Yes";75
"1649";"3rd";"Male";"Adult";"Yes";75
"1650";"3rd";"Male";"Adult";"Yes";75
"1651";"3rd";"Male";"Adult";"Yes";75
"1652";"3rd";"Male";"Adult";"Yes";75
"1653";"3rd";"Male";"Adult";"Yes";75
"1654";"3rd";"Male";"Adult";"Yes";75
"1655";"3rd";"Male";"Adult";"Yes";75
"1656";"3rd";"Male";"Adult";"Yes";75
"1657";"3rd";"Male";"Adult";"Yes";75
"1658";"3rd";"Male";"Adult";"Yes";75
"1659";"3rd";"Male";"Adult";"Yes";75
"1660";"3rd";"Male";"Adult";"Yes";75
"1661";"3rd";"Male";"Adult";"Yes";75
"1662";"3rd";"Male";"Adult";"Yes";75
"1663";"3rd";"Male";"Adult";"Yes";75
"1664";"3rd";"Male";"Adult";"Yes";75
"1665";"3rd";"Male";"Adult";"Yes";75
"1666";"3rd";"Male";"Adult";"Yes";75
"1667";"3rd";"Male";"Adult";"Yes";75
"1668";"3rd";"Male";"Adult";"Yes";75
"1669";"3rd";"Male";"Adult";"Yes";75
"1670";"3rd";"Male";"Adult";"Yes";75
"1671";"3rd";"Male";"Adult";"Yes";75
"1672";"3rd";"Male";"Adult";"Yes";75
"1673";"3rd";"Male";"Adult";"Yes";75
"1674";"3rd";"Male";"Adult";"Yes";75
"1675";"3rd";"Male";"Adult";"Yes";75
"1676";"3rd";"Male";"Adult";"Yes";75
"1677";"3rd";"Male";"Adult";"Yes";75
"1678";"3rd";"Male";"Adult";"Yes";75
"1679";"3rd";"Male";"Adult";"Yes";75
"1680";"3rd";"Male";"Adult";"Yes";75
"1681";"3rd";"Male";"Adult";"Yes";75
"1682";"3rd";"Male";"Adult";"Yes";75
"1683";"3rd";"Male";"Adult";"Yes";75
"1684";"3rd";"Male";"Adult";"Yes";75
"1685";"3rd";"Male";"Adult";"Yes";75
"1686";"3rd";"Male";"Adult";"Yes";75
"1687";"3rd";"Male";"Adult";"Yes";75
"1688";"3rd";"Male";"Adult";"Yes";75
"1689";"3rd";"Male";"Adult";"Yes";75
"1690";"3rd";"Male";"Adult";"Yes";75
"1691";"3rd";"Male";"Adult";"Yes";75
"1692";"3rd";"Male";"Adult";"Yes";75
"1693";"3rd";"Male";"Adult";"Yes";75
"1694";"Crew";"Male";"Adult";"Yes";192
"1695";"Crew";"Male";"Adult";"Yes";192
"1696";"Crew";"Male";"Adult";"Yes";192
"1697";"Crew";"Male";"Adult";"Yes";192
"1698";"Crew";"Male";"Adult";"Yes";192
"1699";"Crew";"Male";"Adult";"Yes";192
"1700";"Crew";"Male";"Adult";"Yes";192
"1701";"Crew";"Male";"Adult";"Yes";192
"1702";"Crew";"Male";"Adult";"Yes";192
"1703";"Crew";"Male";"Adult";"Yes";192
"1704";"Crew";"Male";"Adult";"Yes";192
"1705";"Crew";"Male";"Adult";"Yes";192
"1706";"Crew";"Male";"Adult";"Yes";192
"1707";"Crew";"Male";"Adult";"Yes";192
"1708";"Crew";"Male";"Adult";"Yes";192
"1709";"Crew";"Male";"Adult";"Yes";192
"1710";"Crew";"Male";"Adult";"Yes";192
"1711";"Crew";"Male";"Adult";"Yes";192
"1712";"Crew";"Male";"Adult";"Yes";192
"1713";"Crew";"Male";"Adult";"Yes";192
"1714";"Crew";"Male";"Adult";"Yes";192
"1715";"Crew";"Male";"Adult";"Yes";192
"1716";"Crew";"Male";"Adult";"Yes";192
"1717";"Crew";"Male";"Adult";"Yes";192
"1718";"Crew";"Male";"Adult";"Yes";192
"1719";"Crew";"Male";"Adult";"Yes";192
"1720";"Crew";"Male";"Adult";"Yes";192
"1721";"Crew";"Male";"Adult";"Yes";192
"1722";"Crew";"Male";"Adult";"Yes";192
"1723";"Crew";"Male";"Adult";"Yes";192
"1724";"Crew";"Male";"Adult";"Yes";192
"1725";"Crew";"Male";"Adult";"Yes";192
"1726";"Crew";"Male";"Adult";"Yes";192
"1727";"Crew";"Male";"Adult";"Yes";192
"1728";"Crew";"Male";"Adult";"Yes";192
"1729";"Crew";"Male";"Adult";"Yes";192
"1730";"Crew";"Male";"Adult";"Yes";192
"1731";"Crew";"Male";"Adult";"Yes";192
"1732";"Crew";"Male";"Adult";"Yes";192
"1733";"Crew";"Male";"Adult";"Yes";192
"1734";"Crew";"Male";"Adult";"Yes";192
"1735";"Crew";"Male";"Adult";"Yes";192
"1736";"Crew";"Male";"Adult";"Yes";192
"1737";"Crew";"Male";"Adult";"Yes";192
"1738";"Crew";"Male";"Adult";"Yes";192
"1739";"Crew";"Male";"Adult";"Yes";192
"1740";"Crew";"Male";"Adult";"Yes";192
"1741";"Crew";"Male";"Adult";"Yes";192
"1742";"Crew";"Male";"Adult";"Yes";192
"1743";"Crew";"Male";"Adult";"Yes";192
"1744";"Crew";"Male";"Adult";"Yes";192
"1745";"Crew";"Male";"Adult";"Yes";192
"1746";"Crew";"Male";"Adult";"Yes";192
"1747";"Crew";"Male";"Adult";"Yes";192
"1748";"Crew";"Male";"Adult";"Yes";192
"1749";"Crew";"Male";"Adult";"Yes";192
"1750";"Crew";"Male";"Adult";"Yes";192
"1751";"Crew";"Male";"Adult";"Yes";192
"1752";"Crew";"Male";"Adult";"Yes";192
"1753";"Crew";"Male";"Adult";"Yes";192
"1754";"Crew";"Male";"Adult";"Yes";192
"1755";"Crew";"Male";"Adult";"Yes";192
"1756";"Crew";"Male";"Adult";"Yes";192
"1757";"Crew";"Male";"Adult";"Yes";192
"1758";"Crew";"Male";"Adult";"Yes";192
"1759";"Crew";"Male";"Adult";"Yes";192
"1760";"Crew";"Male";"Adult";"Yes";192
"1761";"Crew";"Male";"Adult";"Yes";192
"1762";"Crew";"Male";"Adult";"Yes";192
"1763";"Crew";"Male";"Adult";"Yes";192
"1764";"Crew";"Male";"Adult";"Yes";192
"1765";"Crew";"Male";"Adult";"Yes";192
"1766";"Crew";"Male";"Adult";"Yes";192
"1767";"Crew";"Male";"Adult";"Yes";192
"1768";"Crew";"Male";"Adult";"Yes";192
"1769";"Crew";"Male";"Adult";"Yes";192
"1770";"Crew";"Male";"Adult";"Yes";192
"1771";"Crew";"Male";"Adult";"Yes";192
"1772";"Crew";"Male";"Adult";"Yes";192
"1773";"Crew";"Male";"Adult";"Yes";192
"1774";"Crew";"Male";"Adult";"Yes";192
"1775";"Crew";"Male";"Adult";"Yes";192
"1776";"Crew";"Male";"Adult";"Yes";192
"1777";"Crew";"Male";"Adult";"Yes";192
"1778";"Crew";"Male";"Adult";"Yes";192
"1779";"Crew";"Male";"Adult";"Yes";192
"1780";"Crew";"Male";"Adult";"Yes";192
"1781";"Crew";"Male";"Adult";"Yes";192
"1782";"Crew";"Male";"Adult";"Yes";192
"1783";"Crew";"Male";"Adult";"Yes";192
"1784";"Crew";"Male";"Adult";"Yes";192
"1785";"Crew";"Male";"Adult";"Yes";192
"1786";"Crew";"Male";"Adult";"Yes";192
"1787";"Crew";"Male";"Adult";"Yes";192
"1788";"Crew";"Male";"Adult";"Yes";192
"1789";"Crew";"Male";"Adult";"Yes";192
"1790";"Crew";"Male";"Adult";"Yes";192
"1791";"Crew";"Male";"Adult";"Yes";192
"1792";"Crew";"Male";"Adult";"Yes";192
"1793";"Crew";"Male";"Adult";"Yes";192
"1794";"Crew";"Male";"Adult";"Yes";192
"1795";"Crew";"Male";"Adult";"Yes";192
"1796";"Crew";"Male";"Adult";"Yes";192
"1797";"Crew";"Male";"Adult";"Yes";192
"1798";"Crew";"Male";"Adult";"Yes";192
"1799";"Crew";"Male";"Adult";"Yes";192
"1800";"Crew";"Male";"Adult";"Yes";192
"1801";"Crew";"Male";"Adult";"Yes";192
"1802";"Crew";"Male";"Adult";"Yes";192
"1803";"Crew";"Male";"Adult";"Yes";192
"1804";"Crew";"Male";"Adult";"Yes";192
"1805";"Crew";"Male";"Adult";"Yes";192
"1806";"Crew";"Male";"Adult";"Yes";192
"1807";"Crew";"Male";"Adult";"Yes";192
"1808";"Crew";"Male";"Adult";"Yes";192
"1809";"Crew";"Male";"Adult";"Yes";192
"1810";"Crew";"Male";"Adult";"Yes";192
"1811";"Crew";"Male";"Adult";"Yes";192
"1812";"Crew";"Male";"Adult";"Yes";192
"1813";"Crew";"Male";"Adult";"Yes";192
"1814";"Crew";"Male";"Adult";"Yes";192
"1815";"Crew";"Male";"Adult";"Yes";192
"1816";"Crew";"Male";"Adult";"Yes";192
"1817";"Crew";"Male";"Adult";"Yes";192
"1818";"Crew";"Male";"Adult";"Yes";192
"1819";"Crew";"Male";"Adult";"Yes";192
"1820";"Crew";"Male";"Adult";"Yes";192
"1821";"Crew";"Male";"Adult";"Yes";192
"1822";"Crew";"Male";"Adult";"Yes";192
"1823";"Crew";"Male";"Adult";"Yes";192
"1824";"Crew";"Male";"Adult";"Yes";192
"1825";"Crew";"Male";"Adult";"Yes";192
"1826";"Crew";"Male";"Adult";"Yes";192
"1827";"Crew";"Male";"Adult";"Yes";192
"1828";"Crew";"Male";"Adult";"Yes";192
"1829";"Crew";"Male";"Adult";"Yes";192
"1830";"Crew";"Male";"Adult";"Yes";192
"1831";"Crew";"Male";"Adult";"Yes";192
"1832";"Crew";"Male";"Adult";"Yes";192
"1833";"Crew";"Male";"Adult";"Yes";192
"1834";"Crew";"Male";"Adult";"Yes";192
"1835";"Crew";"Male";"Adult";"Yes";192
"1836";"Crew";"Male";"Adult";"Yes";192
"1837";"Crew";"Male";"Adult";"Yes";192
"1838";"Crew";"Male";"Adult";"Yes";192
"1839";"Crew";"Male";"Adult";"Yes";192
"1840";"Crew";"Male";"Adult";"Yes";192
"1841";"Crew";"Male";"Adult";"Yes";192
"1842";"Crew";"Male";"Adult";"Yes";192
"1843";"Crew";"Male";"Adult";"Yes";192
"1844";"Crew";"Male";"Adult";"Yes";192
"1845";"Crew";"Male";"Adult";"Yes";192
"1846";"Crew";"Male";"Adult";"Yes";192
