educ	south	nonwhite	female	married	exper	expersq	union	lwage	age	year
13	0	0	0	0	36	1296	0	2,8824000359	55	85
12	0	0	1	1	9	81	1	2,0148999691	27	85
16	0	0	1	1	7	49	0	1,8325999975	29	85
14	0	0	0	1	14	196	0	1,5040999651	34	85
12	0	0	1	0	6	36	0	1,8562999964	24	85
15	0	0	0	1	1	1	1	1,5765999556	22	85
11	0	0	0	1	4	16	0	1,4230999947	21	85
12	0	0	1	1	5	25	0	1,6351000071	23	85
8	0	0	1	1	38	1444	0	1,6600999832	52	85
16	0	0	1	1	6	36	0	2,0513000488	28	85
13	0	0	0	0	9	81	1	2,5703001022	28	85
13	0	0	1	1	15	225	0	2,0794000626	34	85
15	0	0	1	1	11	121	0	2,0369000435	32	85
12	0	0	0	0	17	289	0	2,0148999691	35	85
12	0	0	0	0	1	1	0	1,0472999811	19	85
12	0	0	0	1	9	81	0	1,8506000042	27	85
9	0	0	0	0	48	2304	0	1,2527999878	63	85
12	0	0	0	1	17	289	1	2,429199934	35	85
12	0	0	1	1	33	1089	0	1,7046999931	51	85
12	0	0	0	1	7	49	0	2,2137999535	25	85
14	0	0	1	1	12	144	0	2,0743999481	32	85
16	0	0	1	1	6	36	0	1,7316999435	28	85
4	0	0	0	1	54	2916	0	1,7918000221	64	85
16	1	1	0	0	16	256	0	2,5989999771	38	85
11	1	0	1	1	8	64	0	1,2947000265	25	85
9	1	0	0	0	30	900	1	1,8325999975	45	85
13	1	0	0	0	1	1	1	1,6390000582	20	85
17	1	0	0	1	32	1024	0	3,2692000866	55	85
13	1	0	0	0	0	0	0	0,6980999708	19	85
12	1	0	1	0	26	676	0	1,609400034	44	85
11	0	0	1	0	36	1296	0	2,1691000462	53	85
14	0	0	1	1	19	361	0	2,5257000923	39	85
12	0	0	0	0	12	144	0	1,3862999678	30	85
16	0	0	0	1	21	441	0	1,5040999651	43	85
12	0	0	1	0	11	121	0	1,8717999458	29	85
12	0	0	0	1	10	100	0	1,7046999931	28	85
17	0	0	1	1	15	225	0	1,9278999567	38	85
16	0	0	1	0	16	256	0	1,8164999485	38	85
12	0	0	0	1	23	529	0	2,0513000488	41	85
12	0	0	0	1	24	576	0	0	42	85
17	0	0	1	1	13	169	1	2,5257000923	36	85
14	0	1	1	1	19	361	1	2,1803998947	39	85
11	0	0	1	1	20	400	0	1,4701999426	37	85
18	0	0	0	0	5	25	0	2,4303998947	29	85
8	0	0	0	1	47	2209	1	2,1893999577	61	85
11	0	0	1	1	33	1089	0	1,2527999878	50	85
14	0	0	0	1	21	441	1	3,2581000328	41	85
12	0	0	1	1	19	361	0	2,0794000626	37	85
14	0	0	0	1	20	400	1	2,7725999355	40	85
12	0	0	1	1	13	169	0	1,6770999432	31	85
17	0	1	1	1	25	625	1	3,1463000774	48	85
12	0	1	1	1	18	324	0	2,1552000046	36	85
14	0	0	1	0	13	169	0	2,9177999496	33	85
18	0	0	0	1	8	64	0	3,1001000404	32	85
12	0	1	0	0	14	196	1	2,7887001038	32	85
12	0	0	0	0	9	81	0	2,9688999653	27	85
